id	utterance	slot_labels	intent
404	"In Cyclone Sidr's aftermath, relief must reach hundreds of thousands of survivors to help them fight back the looming threats of starvation, disease and winter chill."	O O O O B-OTH O O O O O O O O O O O O O O O O B-FD B-MED O B-OTH I-OTH	request
405	oh please we are in the need of food.  water.  where can we stay with all out children?	O O O O O O B-FD I-FD I-FD O B-WAT O O B-SHL I-SHL I-SHL O O O O	request
406	"Their are a lot of people who are in the Puilboreau in the small village of Ennery who needs food, water, and medication"	O O O O O O O O O O O O O O O O O O B-FD I-FD B-WAT O B-MED	request
407	"Please Help LEOGANE.  We have no water, no tents, no food.  Thanks."	O B-OTH O O O O B-WAT I-WAT B-SHL I-SHL B-FD I-FD O O	request
408	Please Can you help me to find something for my survival.  I do count on you and your respond.  God Bless you	O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O	request
409	"I need identification to go and get aid such as water, tents, because everyone is a victim, because they are choosing the areas and the people to give help to"	O B-OTH I-OTH O O O B-OTH I-OTH O O B-WAT B-SHL O O O O O O O O O O O O O O O O B-OTH O	request
410	"Normally we are out here transporting passengers in and out of Afghanistan on a daily basis so it was a different challenge transporting tents and medical supplies, including anti-malarial medicine, to Pakistan.  The cluster's procurement pipeline which includes more than 114,500 tents and 521,500 plastic sheets, will assist a further 375,500 families in coming days.  The two supplementary feeding centres in Maslakh are already providing extra rations for more than 2,000 children every day, and MSF which runs one of the centres reports worrying levels of severe malnutrition, despite the existence of a general food distribution.  Over 300 tonnes of maize, sorghum, cowpea and sesame seeds and nearly 800 tonnes of fertilizer were distributed, as well as 30,000 shovels, 30,000 hoes and 30,000 rakes, to over 95,000 people in ten provinces"	O O O O O B-OTH O O O O O O O O O O O O O O O O B-OTH B-SHL O B-MED I-MED O B-MED I-MED O O O O O O O O O O O O B-SHL O O B-OTH I-OTH O O O O O O O O O O O O O B-FD I-FD O O O O O O B-FD O O O O O O O O O O O O O O O O O O O O B-FD O O O O O O B-FD I-FD O O O O O B-FD I-FD I-FD I-FD I-FD I-FD O O O O O B-OTH O B-OTH O O O O B-OTH O B-OTH O O B-OTH O O O O O O O	request
411	"There's a lack of water in Moleya, please informed them for me."	O O O O B-WAT O O O B-OTH O O O	request
412	we are in Lizon.  Even a bucket of water would be so helpful to us	O O O O O O O O O B-WAT O O O B-WAT I-WAT I-WAT	request
413	"We need food and medicine, especially vitamin c.  We need a tent, and we need water."	O O B-FD O B-MED O B-MED I-MED O O O O B-SHL O O O B-WAT	request
414	"Some of the most critical needs for families include food, drinkable water, medical care and hygiene supplies."	O O O O B-OTH I-OTH O O O B-FD B-WAT I-WAT B-MED I-MED O B-OTH I-OTH	request
415	"in Carrefour Feuilles zone Magloire Ambroise Prlonge, we need help, food and water, thank you so much"	O O O O O O O O B-OTH I-OTH B-FD O B-WAT O O O O	request
416	"We are a group of victims.  We need help such as tents, food, water, pots and pans.  We are in Gare du Sud in Gressier."	O O O O O O O O B-OTH I-OTH O O B-SHL B-FD B-WAT B-FD I-FD I-FD O O O O O O O O O	request
417	"But they have to live without any infrastructure, medical care orand water supply."	O O O O O B-SHL I-SHL I-SHL B-MED I-MED O B-WAT I-WAT	request
418	need / water food at corner Avenue Monseigneur Guilloux and impasse belle vue	B-WAT I-WAT I-WAT B-FD O O O O O O O O O	request
419	"We ((C. V. S. )) January 12 (8th Section Petit-Goave) have gotten no aid, food, water"	O O O O O O O O O O O B-OTH I-OTH I-OTH B-FD B-WAT	request
420	"Coats , scarves , beanies , gloves , candles , some cleaning supplies , blanket , rice , canned soups"	B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O B-FD O B-FD I-FD	request
421	"We need 130 provisional shelters, water, food.  We are at Avenue Gaston in Petit-Goave."	O O O O B-SHL B-WAT B-FD O O O O O O O O	request
422	"Hello, Can you bring water for us in Christ the king and around Acacia Street? Thank you in advance."	O O O O B-WAT O O O O O O O O O O O O O O	request
423	"We need help! Food, water, tents, and medicine.  rue Saint Charles in Jacmel."	O O B-OTH B-FD B-WAT B-SHL O B-MED O O O O O O	request
424	where they should go for water today	O O O O O B-WAT O	request
425	WE NEED HELP IN CROIX DES BOUQUETS FOOD WATER MEDICS	O B-OTH I-OTH O O O O B-FD B-WAT B-MED	request
426	"We are a kan of 600 people stationed at Riboncy Street.  Honorat at Nazon area, we have no water and tent.  Please help us."	O O O O O O O O O O O O O O O O O O B-WAT I-WAT O B-SHL O B-OTH I-OTH O	request
427	someone came with water and food for the city of Leoganne.  Please bring the people of brachi assistance send this message because the children will be finished	O O O B-WAT O B-FD O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH O O O O O O	request
428	"We need water, food and refuge in Canape-vert"	O B-WAT I-WAT B-FD O B-SHL O O	request
429	there is now water for us to drink at St peter Place at all.  If there is way for us to get it urgently.	O O O B-WAT O O O B-WAT O O O O O O O O O O O O O O O O O	request
430	need food /water corner avenue christophe channel and rue germain carrefour	B-FD I-FD B-WAT O O O O O O O O	request
431	"We need water, tents, and food in Leogane."	O B-WAT I-WAT B-SHL O B-FD O O	request
432	The most immediate health objective is the emergency treatment of thousands of injured that cannot be treated on time or not be reached and securing sources of sustainable sources of clean drinking water.	O O O B-MED O O O O B-MED O O O B-MED O O O O O O O O O O O O O O O O O O O B-WAT	request
433	"For the moment, we need a tent, food, water, medications.  Every time we ask you, we don't get a response.  We need help us with the latrine and the messages are important."	O O O O B-SHL I-SHL I-SHL B-FD B-WAT B-MED O O O O O O O B-OTH I-OTH I-OTH I-OTH O O B-OTH I-OTH O O O B-OTH O O O O O	request
434	"our neighborhood, the population is in great needs : health, drinking water, food, electricity in aunt, ect.  For the committee"	O O O O O O B-OTH I-OTH O B-MED B-WAT I-WAT B-FD B-OTH O O O O O O O	request
435	"Dadu: Needs water, food, medicines.  boats"	O B-WAT I-WAT B-FD B-MED O B-OTH	request
436	"Please help people in Delma 65Hennec Street.  We need food, water and tents. Thank you in advance."	O B-OTH I-OTH O O O O O O O B-FD B-WAT O B-SHL O O O O	request
437	"While the focus is to save lives and fight diseases, it is also important to address underlying risks, such as solid and liquid waste, industrial chemicals, sewage treatment and the salinization of drinking water.  WHO and UNICEF have reported that their efforts to combat polio appear to have resulted in its eradication in the northern, western and eastern provinces.  Six people drowned overnight in Assam state as they tried to escape gushing floodwaters in bamboo rafts, state relief and rehabilitation minister Bhumidhar Barman said.  We think that evaluation of the situation in the IDP barracks could be a next step to implement because there seems to be reduced focus on this problem -- we already visited one IDP barracks camp and found many cases of scabies, some cutaneaous mycosis and skin allergy"	O O O O O O O O O B-MED O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O B-WAT I-WAT I-WAT I-WAT O O O O O O O O O O O B-MED O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-WAT O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL O O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED	request
438	We have no water and no food.  We are sleeping in a mechanic ship.  Please come and help us.	O O O B-WAT O O O O O O B-SHL I-SHL I-SHL I-SHL I-SHL O O O O B-OTH O	request
439	"We're asking for water, medical supply, food"	O O O B-WAT B-MED I-MED B-FD	request
440	"We have a lot of problem at Delma 75 Avenue Albert Jode, those people need water and food."	O O O O O O O O O O O O O O B-WAT I-WAT O B-FD	request
441	"We - in Pelerin 4 - need help because we have no water, no food.  My friends please don't let us die of hunger."	O O O O O O B-OTH I-OTH O O O B-WAT I-WAT B-FD I-FD O O O O O O O O O B-FD	request
442	We heard that they are giving things out.  We didn't get anything to eat or drink.  Please bring some aide to carrefour!	O O O O O O O O O O O O O O B-FD O B-WAT O O O B-OTH I-OTH O O	request
443	"Panamerican Street, we cannot count the amount of victims.  Since there is no energy, gas the area needs mostly cooked food with drinkable water."	O O O O O O O O O O O O O O B-OTH I-OTH O O O O O B-FD O O B-WAT	request
444	"we need food, water and more address : corner of clercine 19 and impasse franois Association des jeunes de Tabarre"	O B-FD I-FD B-WAT O O O O O O O O O O O O O O O O	request
445	"We are in Bremont, Solidatire Street.  We need Help, Food, Water, Shelter."	O O O O O O O O O B-OTH B-FD B-WAT B-SHL	request
446	"Good evening.  I was required to send this to you.  You have never responded.  I sent you a message about water, food, medicine"	O O O O O O O O O O O O O O O O O O O O O O O B-WAT B-FD B-MED	request
447	"We are hungry.  We need food and potable water, and medicine.  Please"	O O B-FD O O B-FD I-FD O B-WAT I-WAT O B-MED O O	request
448	"When and who will give aid at Mariani.  we are closed to the Ministah Base.  We need aid, water, food and tents."	O O O O O B-OTH O O O O O O O O O O O O O B-OTH B-WAT B-FD O B-SHL	request
449	"Good evening.  We live in the St-Antoine, Mergere area.  Commune of Gressier.  We are refugees in our backyard"	O O O O O O O O O O O O O O O O O O O O O	request
450	"We are in the area near Gressier.  no one came to give us food, water and sheleter.  We have nothing and are sleeping in the street."	O O O O O O O O O O O O O O B-FD B-WAT O B-SHL O O B-OTH I-OTH O O B-SHL I-SHL I-SHL I-SHL	request
451	"Hello we are in Leogane, we are 9 people we need water to drink.  Please help us."	O O O O O O O O O O B-WAT I-WAT O O O O B-WAT I-WAT	request
452	"Good morning, it's urgences,urgences,we are living in KORAY of Grand anse we ask the ONG for sustenance or food, good water,and then a daily plate warmer is not enough for us because we have a lot of childreen and grown-ups people who is suffering,the child go to school without eating,help us,help us in this way please. thanks."	O O O O O O O O O O O O O O O O O O B-FD B-WAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH O O O O O	request
453	"what is essentiel for me is : tent, food, antibiotic, water.  thank you in advance.  i have 5 people living with me"	O O O O O O O B-SHL B-FD B-MED B-WAT O O O O O O O O O O O O O	request
454	"I urge everyone to support the NGOs' fundraising campaigns.  No problems have been reported at the common spent fuel pool.  River barriers that North Korean authorities built to help irrigate crops affected by a recent drought may have contributed to the destruction caused by floods in certain parts of the country, sources inside the isolated nation said.  Prime Minister inspects damage to embankment of Pyidawtha-Yegyanbyin railroad section"	O O O O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O B-WAT B-FD O O O O B-WAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	request
455	"Please, some water, clothes, food.  We have no food, our house has collapsed.  Our children are hungry, they are dying of hunger.  Please do something for us"	O B-WAT I-WAT B-OTH B-FD O O O B-FD I-FD O B-SHL O O O O O O B-FD O O O O B-FD O O B-OTH I-OTH O O	request
456	"we are in bon repos, we are victims, we need water.  . .  something about wherewolf ?"	O O O O O O O O O B-WAT I-WAT O O O O O O O O	request
457	"We are right behind the airport, we have no food, no water, we all all kind of problems, please help us, we are waiting for you."	O O O O O O O O B-FD I-FD B-WAT I-WAT O O O O O O O B-OTH O O O O O O	request
458	we are in la plenn.  we no food or water we are living off of god.  we are waiting for help	O O O O O O O O B-FD O B-WAT O O O O O O O O O O O B-OTH	request
459	"Helicopters food, water, medicines, fuel and firefighting equipment were among the supplies much needed for people affected by the eruption of Mount Nyiragongo, a spokesman for the foreign ministry said."	B-OTH B-FD B-WAT B-MED B-OTH O B-OTH I-OTH O O O B-OTH O O O O O O O O O O O O O O O O O O	request
460	"I don't know if other people have gotten anything or not but those of us on the basketball court haven't received anything since the catastrophe hit until now, not even a little one gourde bag of water."	O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH O O O O O O O O O O O O O O B-WAT	request
461	"Hello,in the Airport area, we have not gotten food and water.  Can you help please.  Justin Juste Street, Airport area."	O O O O O O O O B-FD O B-WAT O O O B-OTH O O O O O O O	request
462	"We are in needs of tents and water at Mahotiere 77, carrefour trofort"	O O O B-SHL I-SHL I-SHL O B-WAT O O O O O	request
463	This is why I am asking for food for the survivors.  Still we have not recieved help.  People are dying of hunger.  Please help them	O O O O O O O B-FD O O O O O O O O B-OTH I-OTH O O O O O B-FD O O B-OTH I-OTH	request
464	"She is waiting for help, needs money and food to feed children who are sick  Lives in Carrefour, Midway Street Impasse Villa Jasmin"	O O O O B-OTH I-OTH I-OTH O B-FD O B-FD O O O B-MED I-MED O O O O O O O O	request
465	"All tsunami survivors in the Islands still live in grossly inadequate tin ""intermediate"" tin shelters under dire circumstances of intense heat, high humidity, inadequate sanitation, acute water scarcity, malfunctioning toilets, overcrowding, and lack of space."	O O O O O O O O O O O O O O B-SHL O O O O O O O O B-OTH I-OTH B-WAT I-WAT I-WAT B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH	request
